Date,State,HighQ,MedQ,LowQ
2014-04-18,Colorado,237.04,196.41,228.07
2014-04-18,Connecticut,345.25,275,249.46
2014-04-18,Delaware,370.6,227.79,209.72
2014-04-18,District of Columbia,346.89,290.46,214.01
2014-04-18,Florida,304.32,218.61,152.28
2014-04-18,Georgia,329.09,215.12,154.24
2014-04-18,Hawaii,314.2,275.71,167.62
2014-04-18,Idaho,274.75,255.28,139.21
2014-04-18,Illinois,356.89,286.16,189.63
2014-04-18,Indiana,334.76,209.72,157.6
2014-04-18,Iowa,370.31,292.34,247.1
2014-04-18,Kansas,351.31,261.58,120.19
2014-04-18,Kentucky,335.91,182.92,124.51
2014-04-18,Louisiana,370.35,244.16,147.57
2014-04-18,Maine,318.71,257.98,216.72
2014-04-18,Montana,268.74,250.49,660.67
2014-04-18,Nebraska,344.29,250.8,140.02
2014-04-18,Nevada,268.5,227.36,243.46
2014-04-18,New Hampshire,360.74,290.85,677.38
2014-04-18,New Jersey,352.49,290.9,232.13
2014-04-18,New Mexico,290.79,200.99,80.21
2014-04-18,New York,349.38,266.57,205.32
2014-04-18,North Carolina,353.84,245.22,150.89
2014-04-18,North Dakota,392.48,351.03,334.13
2014-04-18,Ohio,336.27,215.9,164.6
2014-04-18,Oklahoma,366.63,232.27,120.93
2014-04-18,Oregon,210.09,185.99,165.75
2014-04-18,Maryland,375.31,249.77,189.38
2014-04-18,Massachusetts,350.33,294.91,219.35
2014-04-18,Michigan,295.39,278.47,272.58
2014-04-18,Minnesota,367.57,277.21,183.45
2014-04-18,Mississippi,340.63,146.13,141.39
2014-04-18,Missouri,368.07,245.08,148.35
2014-04-18,Pennsylvania,368.52,267.52,195.66
2014-04-18,Rhode Island,330.22,259.85,208.36
2014-04-18,South Carolina,344.47,202.62,186.91
2014-04-18,South Dakota,387.6,355.3,124.17
2014-04-18,Tennessee,356.35,224.94,188.47
2014-04-18,Texas,339.55,233.84,143.15
2014-04-18,Utah,291.1,241.44,188.53
2014-04-18,Vermont,376.65,318.98,190.36
2014-04-18,Virginia,371.25,288.3,224.33
2014-04-18,Washington,233.52,190.77,141.86
2014-04-18,West Virginia,357.05,215.08,158.25
2014-04-18,Wisconsin,355.43,271.05,241.02
2014-04-18,Wyoming,355.73,362.56,161.3
2014-05-18,Alabama,341.17,204.84,142.72
2014-05-18,Alaska,285.53,260.22,359.87
2014-05-18,Arizona,302.4,208.35,189.14
2014-05-18,Arkansas,351.37,184.01,129.02
2014-05-18,California,245.9,192.39,190.02
2014-05-18,Colorado,236.82,196.59,233.09
2014-05-18,Connecticut,344.82,272.78,251.03
2014-05-18,Delaware,369.57,228.88,209.72
2014-05-18,District of Columbia,346.08,290.83,209.83
2014-05-18,Florida,303.68,217.21,152.44
2014-05-18,Georgia,327.58,215.23,153.02
2014-05-18,Hawaii,314.35,266.22,165.55
2014-05-18,Idaho,276.27,251.97,136.89
2014-05-18,Illinois,356.06,285.96,188.97
2014-05-18,Indiana,334.16,210.27,156.41
2014-05-18,Iowa,368.53,289.15,247.1
2014-05-18,Kansas,349.96,260.91,120.26
2014-05-18,Kentucky,339.22,181.6,124.69
2014-05-18,Louisiana,368.25,244.64,145.19
2014-05-18,Maine,317.64,258,274.25
2014-05-18,Montana,268.05,252.43,645.6
2014-05-18,Nebraska,343.56,251.18,136.34
2014-05-18,Nevada,267.95,230.05,242.08
2014-05-18,New Hampshire,359.59,291.66,666.71
2014-05-18,New Jersey,351.57,289.93,224.99
2014-05-18,New Mexico,290.05,200.54,85.81
2014-05-18,New York,348.52,266.36,205.01
2014-05-18,North Carolina,351.51,244.77,151.17
2014-05-18,North Dakota,401.38,353.73,334.13
2014-05-18,Ohio,335.75,216.23,163.29
2014-05-18,Oklahoma,367.02,234.6,119.23
2014-05-18,Oregon,209.6,185.46,163.84
2014-05-18,Maryland,373.42,249.72,188.3
2014-05-18,Massachusetts,351.03,294.02,218.67
2014-05-18,Michigan,295.07,278.43,273.48
2014-05-18,Minnesota,366.01,276.81,181.83
2014-05-18,Mississippi,340.35,144.85,140.57
2014-05-18,Missouri,367.72,243.72,143.7
2014-05-18,Pennsylvania,367.42,267.38,196.56
2014-05-18,Rhode Island,329.16,258.57,201.42
2014-05-18,South Carolina,343,200.22,190.55
2014-05-18,South Dakota,382.94,351.72,123.94
2014-05-18,Tennessee,354.8,225.06,187.46
2014-05-18,Texas,338.81,233.62,142.42
2014-05-18,Utah,289.49,239.49,201.13
2014-05-18,Vermont,376.52,321.13,190.36
2014-05-18,Virginia,369.85,288.43,222.77
2014-05-18,Washington,233.09,190.22,142.98
2014-05-18,West Virginia,355.41,214.66,156.1
2014-05-18,Wisconsin,354.86,272.04,239.18
2014-05-18,Wyoming,350.72,358.86,161.3
2015-05-18,Alabama,338,206.53,NA
2015-05-18,Alaska,294.42,264.06,NA
2015-05-18,Arizona,297.4,207.93,NA
2015-05-18,Arkansas,334.48,211.76,NA
2015-05-18,California,241.98,188.87,NA
2015-05-18,Colorado,241.5,195.26,NA
2015-05-18,Connecticut,332.78,265.52,NA
2015-05-18,Delaware,353.58,241.25,NA
2015-05-18,District of Columbia,345.31,281.64,NA
2015-05-18,Florida,298.25,215.61,NA
2015-05-18,Georgia,318.12,216.39,NA
2015-05-18,Hawaii,302.99,258.31,NA
2015-05-18,Idaho,273.62,242.19,NA
2015-05-18,Illinois,349.09,279.58,NA
2015-05-18,Indiana,328.92,219.44,NA
2015-05-18,Iowa,361.47,286.71,NA
2015-05-18,Kansas,346.09,261.5,NA
2015-05-18,Kentucky,341.74,184.24,NA
2015-05-18,Louisiana,358.06,239.74,NA
2015-05-18,Maine,303.95,233.46,NA
2015-05-18,Montana,264.72,238.73,NA
2015-05-18,Nebraska,331.56,239.59,NA
2015-05-18,Nevada,265.32,224.23,NA
2015-05-18,New Hampshire,350.4,284.99,NA
2015-05-18,New Jersey,342.4,283.27,NA
2015-05-18,New Mexico,282.97,218.75,NA
2015-05-18,New York,338.93,261.13,NA
2015-05-18,North Carolina,341.96,244.06,NA
2015-05-18,North Dakota,383.39,338.75,NA
2015-05-18,Ohio,331.32,219.32,NA
2015-05-18,Oklahoma,349.54,241.72,NA
2015-05-18,Oregon,202.63,178.24,NA
2015-05-18,Maryland,359.39,265.26,NA
2015-05-18,Massachusetts,340.32,280.82,NA
2015-05-18,Michigan,283.41,263.9,NA
2015-05-18,Minnesota,340.31,269.87,NA
2015-05-18,Mississippi,332.78,155.39,NA
2015-05-18,Missouri,348.55,247.31,NA
2015-05-18,Pennsylvania,358.59,268.25,NA
2015-05-18,Rhode Island,313.94,249.55,NA
2015-05-18,South Carolina,333.66,207.76,NA
2015-05-18,South Dakota,357.97,341.22,NA
2015-05-18,Tennessee,345.08,227.11,NA
2015-05-18,Texas,326.47,231.88,NA
2015-05-18,Utah,285.51,233.47,NA
2015-05-18,Vermont,365.49,304.83,NA
2015-05-18,Virginia,361.91,289.8,NA
2015-05-18,Washington,231.54,187.38,NA
2015-05-18,West Virginia,358.06,224.8,NA
2015-05-18,Wisconsin,345.58,271.93,NA
2015-05-18,Wyoming,314.89,345.46,NA
2014-06-18,Alabama,341.18,204.59,148.39
2014-06-18,Alaska,288.75,262.17,372.09
2014-06-18,Arizona,302.76,208.82,185.68
2014-06-18,Arkansas,349.7,183.87,126.2
2014-06-18,California,245.53,192.01,189.45
2014-06-18,Colorado,236.91,196.47,231.56
2014-06-18,Connecticut,343.71,271.69,256.92
2014-06-18,Delaware,369.47,232.69,204.86
2014-06-18,District of Columbia,345.06,292.31,209.83
2014-06-18,Florida,302.79,217.87,151.79
2014-06-18,Georgia,327.18,215.26,146.68
2014-06-18,Hawaii,313.71,275.71,165.55
2014-06-18,Idaho,276.01,250.99,136.89
2014-06-18,Illinois,356.32,285.1,190.2
2014-06-18,Indiana,333.33,210.83,156.18
2014-06-18,Iowa,366.86,290.25,247.1
2014-06-18,Kansas,350.67,258.88,120.12
2014-06-18,Kentucky,338.75,182.21,124.06
2014-06-18,Louisiana,367.38,245.51,143.37
2014-06-18,Maine,316.95,256.36,272.95
2014-06-18,Montana,267.7,252.01,632.31
2014-06-18,Nebraska,344.06,250.03,133.37
2014-06-18,Nevada,268.29,229.62,233.41
2014-06-18,New Hampshire,358.89,290.72,657.98
2014-06-18,New Jersey,350.22,288.94,224.74
2014-06-18,New Mexico,290.34,200.96,93.93
2014-06-18,New York,347.46,265.97,205.53
2014-06-18,North Carolina,350.37,244.86,150.18
2014-06-18,North Dakota,401.15,362.77,335.8
2014-06-18,Ohio,335.82,217.19,162.62
2014-06-18,Oklahoma,365.67,234.17,118.22
2014-06-18,Oregon,209.01,185.28,162.91
2014-06-18,Maryland,371.9,250.78,189.57
2014-06-18,Massachusetts,350.74,293.24,221.94
2014-06-18,Michigan,293.83,277.83,273.42
2014-06-18,Minnesota,359.31,278.49,181.2
2014-06-18,Mississippi,337.14,146.17,146.82
2014-06-18,Missouri,362.25,244.36,146.9
2014-06-18,Pennsylvania,367.32,267.33,192.62
2014-06-18,Rhode Island,327.82,256.24,203.71
2014-06-18,South Carolina,343.22,201.02,189.76
2014-06-18,South Dakota,378.98,350.47,123.94
2014-06-18,Tennessee,353.82,224.63,187.59
2014-06-18,Texas,338.2,233.17,143.77
2014-06-18,Utah,289,238.9,204.58
2014-06-18,Vermont,376.94,320.45,190.36
2014-06-18,Virginia,368.69,290.96,221.99
2014-06-18,Washington,232.38,189.94,138.79
2014-06-18,West Virginia,354.22,217.26,155.8
2014-06-18,Wisconsin,354.07,271.68,237.56
2014-06-18,Wyoming,351.25,359.79,161.3
2014-07-18,Alabama,340.76,202.86,147.51
2014-07-18,Alaska,287.45,261.37,407.31
2014-07-18,Arizona,301,209.36,186.63
2014-07-18,Arkansas,348.67,182.24,126.2
2014-07-18,California,245.47,191.76,189.22
2014-07-18,Colorado,238.29,196.71,227.66
2014-07-18,Connecticut,342.52,273.05,254.19
2014-07-18,Delaware,367.47,230.64,204.86
2014-07-18,District of Columbia,345.6,290.48,209.83
2014-07-18,Florida,302.21,217.78,151.98
2014-07-18,Georgia,326.95,215.73,145.62
2014-07-18,Hawaii,311.57,265.51,174.23
2014-07-18,Idaho,276.95,249.48,136.89
2014-07-18,Illinois,355.9,282.89,190.17
2014-07-18,Indiana,333.16,210.78,155.18
2014-07-18,Iowa,367.47,289.2,249.3
2014-07-18,Kansas,351.08,262.4,122.23
2014-07-18,Kentucky,338.3,182.34,123.92
2014-07-18,Louisiana,366.53,244.57,143.52
2014-07-18,Maine,318.2,245.93,272.95
2014-07-18,Montana,267.03,243.93,588.04
2014-07-18,Nebraska,341.38,250.33,133.37
2014-07-18,Nevada,269.01,228.55,235.3
2014-07-18,New Hampshire,358.44,290.37,617.09
2014-07-18,New Jersey,349.84,288.15,226.46
2014-07-18,New Mexico,290.67,201.74,96.32
2014-07-18,New York,347.24,265.84,209.46
2014-07-18,North Carolina,350.02,245.07,147.89
2014-07-18,North Dakota,399.88,365.31,335.8
2014-07-18,Ohio,334.97,217.63,166.03
2014-07-18,Oklahoma,365.78,232.65,121.01
2014-07-18,Oregon,209.01,184.48,175.2
2014-07-18,Maryland,370.99,252.13,187.53
2014-07-18,Massachusetts,350.23,289.42,222.86
2014-07-18,Michigan,292.38,275.9,268.2
2014-07-18,Minnesota,358.31,276.95,186.2
2014-07-18,Mississippi,336.04,145.27,146.12
2014-07-18,Missouri,355.55,245.27,146.1
2014-07-18,Pennsylvania,366.61,267.6,192.82
2014-07-18,Rhode Island,323.36,257.9,199.96
2014-07-18,South Carolina,342.23,201.46,186.76
2014-07-18,South Dakota,377.24,351.96,123.94
2014-07-18,Tennessee,353.28,224.94,184.84
2014-07-18,Texas,337.67,232.58,144.31
2014-07-18,Utah,288.42,239.47,204.58
2014-07-18,Vermont,375.57,318.5,190.36
2014-07-18,Virginia,368.09,291.97,222.65
2014-07-18,Washington,232.66,190.01,138.47
2014-07-18,West Virginia,353.85,214.91,148.62
2014-07-18,Wisconsin,353.21,271.46,237.56
2014-07-18,Wyoming,350.99,359.34,161.3
2014-08-18,Alabama,340.64,204.12,144.98
2014-08-18,Alaska,289.81,260.63,403.33
2014-08-18,Arizona,300.45,209.46,186.34
2014-08-18,Arkansas,346.66,181.23,126.1
2014-08-18,California,245.19,191.54,187.94
2014-08-18,Colorado,237.77,197.22,226.77
2014-08-18,Connecticut,341.16,272.02,249.99
2014-08-18,Delaware,365.6,230.27,204.86
2014-08-18,District of Columbia,346.63,288.55,209.83
2014-08-18,Florida,302.84,217.79,151.34
2014-08-18,Georgia,326.61,216.58,145.43
2014-08-18,Hawaii,310.05,266.68,174.23
2014-08-18,Idaho,277.1,248.81,163.53
2014-08-18,Illinois,355.73,283.2,193.39
2014-08-18,Indiana,333.44,211.62,155.48
2014-08-18,Iowa,366.41,289.66,249.3
2014-08-18,Kansas,351.35,261.93,121.73
2014-08-18,Kentucky,338.19,183.52,123.31
2014-08-18,Louisiana,366.55,244.79,144.08
2014-08-18,Maine,317.25,254.56,272.95
2014-08-18,Montana,266.83,248.58,571.68
2014-08-18,Nebraska,341.73,250.66,133.37
2014-08-18,Nevada,268.23,229.21,235.3
2014-08-18,New Hampshire,357.38,291.12,617.09
2014-08-18,New Jersey,348.65,288.34,225.38
2014-08-18,New Mexico,288.89,201.07,94.88
2014-08-18,New York,346.35,265.27,208.18
2014-08-18,North Carolina,349.34,245.92,151.42
2014-08-18,North Dakota,405.46,365.33,336.51
2014-08-18,Ohio,334.54,217.43,165.3
2014-08-18,Oklahoma,364.34,232.31,122.6
2014-08-18,Oregon,208.77,183.72,178.05
2014-08-18,Maryland,370.38,252.5,187.01
2014-08-18,Massachusetts,350.25,289.04,221.46
2014-08-18,Michigan,291.31,274.52,265.05
2014-08-18,Minnesota,357.33,276.13,184.7
2014-08-18,Mississippi,336.94,146.76,145.6
2014-08-18,Missouri,357.61,246.01,146.1
2014-08-18,Pennsylvania,366.17,267.96,192.86
2014-08-18,Rhode Island,321.39,257.92,199.96
2014-08-18,South Carolina,341.95,201.98,185.3
2014-08-18,South Dakota,377.11,348.33,123.94
2014-08-18,Tennessee,352.82,225.95,185.05
2014-08-18,Texas,336.95,233.57,144.18
2014-08-18,Utah,287.23,238.52,207.35
2014-08-18,Vermont,374.78,317.02,190.76
2014-08-18,Virginia,366.83,292.11,224.37
2014-08-18,Washington,232.69,189.69,136.27
2014-08-18,West Virginia,354.53,213.89,145.37
2014-08-18,Wisconsin,352.93,271.46,250.79
2014-08-18,Wyoming,349.69,356.25,161.3
2014-09-18,Alabama,340.44,203.95,NA
2014-09-18,Alaska,291.41,262.35,NA
2014-09-18,Arizona,300.3,209.87,NA
2014-09-18,Arkansas,345.8,180.34,NA
2014-09-18,California,245.07,191.18,NA
2014-09-18,Colorado,238.23,197.37,NA
2014-09-18,Connecticut,341.04,271.04,NA
2014-09-18,Delaware,366.04,231.27,NA
2014-09-18,District of Columbia,349.85,288.85,NA
2014-09-18,Florida,302.27,217.72,NA
2014-09-18,Georgia,326.65,217.16,NA
2014-09-18,Hawaii,310.32,268.17,NA
2014-09-18,Idaho,276.41,248.33,NA
2014-09-18,Illinois,356.28,283.11,NA
2014-09-18,Indiana,332.42,212.32,NA
2014-09-18,Iowa,365.91,288.26,NA
2014-09-18,Kansas,350.72,261.76,NA
2014-09-18,Kentucky,338.27,174.56,NA
2014-09-18,Louisiana,366.37,243.97,NA
2014-09-18,Maine,315.06,253.63,NA
2014-09-18,Montana,266.49,251.08,NA
2014-09-18,Nebraska,339.31,250.53,NA
2014-09-18,Nevada,268.37,229.68,NA
2014-09-18,New Hampshire,356.43,291.56,NA
2014-09-18,New Jersey,348.53,288,NA
2014-09-18,New Mexico,289.14,201.74,NA
2014-09-18,New York,347.04,264.87,NA
2014-09-18,North Carolina,347.88,245.62,NA
2014-09-18,North Dakota,403.04,347.71,NA
2014-09-18,Ohio,334.13,217.71,NA
2014-09-18,Oklahoma,364.52,232.76,NA
2014-09-18,Oregon,208.15,182.53,NA
2014-09-18,Maryland,370.08,252.8,NA
2014-09-18,Massachusetts,349.86,288.6,NA
2014-09-18,Michigan,290,274.19,NA
2014-09-18,Minnesota,354.62,275.81,NA
2014-09-18,Mississippi,338.12,145.63,NA
2014-09-18,Missouri,357.62,245.62,NA
2014-09-18,Pennsylvania,365.47,267.76,NA
2014-09-18,Rhode Island,320.27,258.93,NA
2014-09-18,South Carolina,341.6,203.41,NA
2014-09-18,South Dakota,377.57,349.65,NA
2014-09-18,Tennessee,352.24,225.69,NA
2014-09-18,Texas,336.84,232.59,NA
2014-09-18,Utah,287.61,238.44,NA
2014-09-18,Vermont,374.25,315.97,NA
2014-09-18,Virginia,366.42,291.3,NA
2014-09-18,Washington,232.82,189.58,NA
2014-09-18,West Virginia,355.46,216.12,NA
2014-09-18,Wisconsin,352.12,272.15,NA
2014-09-18,Wyoming,328.51,356.25,NA
2014-10-18,Alabama,338.86,204.34,NA
2014-10-18,Alaska,291.95,261.48,NA
2014-10-18,Arizona,300.3,210.57,NA
2014-10-18,Arkansas,345.36,180.32,NA
2014-10-18,California,244.96,190.87,NA
2014-10-18,Colorado,237.4,196.87,NA
2014-10-18,Connecticut,340.77,271.01,NA
2014-10-18,Delaware,365.36,233.2,NA
2014-10-18,District of Columbia,350.56,288.03,NA
2014-10-18,Florida,301.86,217.95,NA
2014-10-18,Georgia,326.5,217.27,NA
2014-10-18,Hawaii,310.69,268.39,NA
2014-10-18,Idaho,275.5,247.71,NA
2014-10-18,Illinois,355.97,282.94,NA
2014-10-18,Indiana,332.4,213.75,NA
2014-10-18,Iowa,365.43,289.2,NA
2014-10-18,Kansas,350.73,262.53,NA
2014-10-18,Kentucky,338.86,174.3,NA
2014-10-18,Louisiana,365.11,243.67,NA
2014-10-18,Maine,314.89,244.17,NA
2014-10-18,Montana,266.04,248.38,NA
2014-10-18,Nebraska,340.43,248.11,NA
2014-10-18,Nevada,267.27,229.62,NA
2014-10-18,New Hampshire,356.55,290.4,NA
2014-10-18,New Jersey,348.43,287.74,NA
2014-10-18,New Mexico,288.14,203.21,NA
2014-10-18,New York,346.24,264.71,NA
2014-10-18,North Carolina,347.81,245.36,NA
2014-10-18,North Dakota,393.2,343.35,NA
2014-10-18,Ohio,334.27,218.15,NA
2014-10-18,Oklahoma,364.12,234.09,NA
2014-10-18,Oregon,207.82,181.97,NA
2014-10-18,Maryland,369.32,252.65,NA
2014-10-18,Massachusetts,349.1,288.47,NA
2014-10-18,Michigan,290.68,272.8,NA
2014-10-18,Minnesota,354.01,276.02,NA
2014-10-18,Mississippi,337.09,146.94,NA
2014-10-18,Missouri,357.71,245.53,NA
2014-10-18,Pennsylvania,364.59,268.61,NA
2014-10-18,Rhode Island,319.73,258.57,NA
2014-10-18,South Carolina,340.49,203.36,NA
2014-10-18,South Dakota,376.71,348.54,NA
2014-10-18,Tennessee,351.41,226.46,NA
2014-10-18,Texas,336.89,232.65,NA
2014-10-18,Utah,287.41,238.07,NA
2014-10-18,Vermont,374.09,312.76,NA
2014-10-18,Virginia,366.84,292.19,NA
2014-10-18,Washington,233.27,189.47,NA
2014-10-18,West Virginia,354.6,217.07,NA
2014-10-18,Wisconsin,352.23,272.83,NA
2014-10-18,Wyoming,328.51,355.57,NA
2014-11-18,Alabama,339.11,205.3,NA
2014-11-18,Alaska,290.79,268.77,NA
2014-11-18,Arizona,300.2,210.52,NA
2014-11-18,Arkansas,344.1,206.34,NA
2014-11-18,California,244.71,190.32,NA
2014-11-18,Colorado,237.02,195.65,NA
2014-11-18,Connecticut,339.52,268.96,NA
2014-11-18,Delaware,364.09,235.92,NA
2014-11-18,District of Columbia,349.75,281.43,NA
2014-11-18,Florida,301.03,217.84,NA
2014-11-18,Georgia,325.44,217.32,NA
2014-11-18,Hawaii,311.93,266.37,NA
2014-11-18,Idaho,275.42,246.19,NA
2014-11-18,Illinois,355.28,283.16,NA
2014-11-18,Indiana,332.3,213.84,NA
2014-11-18,Iowa,365.07,289.2,NA
2014-11-18,Kansas,350.55,261.38,NA
2014-11-18,Kentucky,338.75,182.33,NA
2014-11-18,Louisiana,364.16,241.81,NA
2014-11-18,Maine,315.25,244.92,NA
2014-11-18,Montana,265.96,241.58,NA
2014-11-18,Nebraska,338.21,246.56,NA
2014-11-18,Nevada,267.27,228.13,NA
2014-11-18,New Hampshire,355.81,296.23,NA
2014-11-18,New Jersey,346.55,287.37,NA
2014-11-18,New Mexico,288.15,214.26,NA
2014-11-18,New York,345.42,264.46,NA
2014-11-18,North Carolina,346.91,244.88,NA
2014-11-18,North Dakota,398.37,341.75,NA
2014-11-18,Ohio,333.17,218.07,NA
2014-11-18,Oklahoma,358.58,235.18,NA
2014-11-18,Oregon,207.02,181.61,NA
2014-11-18,Maryland,367.63,255.83,NA
2014-11-18,Massachusetts,347.93,287.7,NA
2014-11-18,Michigan,290.18,270.87,NA
2014-11-18,Minnesota,352.9,273.89,NA
2014-11-18,Mississippi,336.95,148.49,NA
2014-11-18,Missouri,352.56,245.58,NA
2014-11-18,Pennsylvania,364.16,268.87,NA
2014-11-18,Rhode Island,317.8,261.36,NA
2014-11-18,South Carolina,339.1,204.95,NA
2014-11-18,South Dakota,377.52,349.19,NA
2014-11-18,Tennessee,350.48,225.65,NA
2014-11-18,Texas,336.1,232.94,NA
2014-11-18,Utah,291.5,237.68,NA
2014-11-18,Vermont,372.5,310.91,NA
2014-11-18,Virginia,366.1,292.18,NA
2014-11-18,Washington,233.81,190.8,NA
2014-11-18,West Virginia,357.17,220.48,NA
2014-11-18,Wisconsin,351.33,274.39,NA
2014-11-18,Wyoming,326.51,353.44,NA
2014-12-18,Alabama,339.19,207.18,NA
2014-12-18,Alaska,302.9,270.83,NA
2014-12-18,Arizona,298.96,209.51,NA
2014-12-18,Arkansas,342.49,207.54,NA
2014-12-18,California,244.04,189.79,NA
2014-12-18,Colorado,243.72,195.28,NA
2014-12-18,Connecticut,337.53,267.92,NA
2014-12-18,Delaware,363.73,235.27,NA
2014-12-18,District of Columbia,349.18,282.54,NA
2014-12-18,Florida,301.37,217.21,NA
2014-12-18,Georgia,324.26,217.4,NA
2014-12-18,Hawaii,308.13,264.86,NA
2014-12-18,Idaho,274.55,244.72,NA
2014-12-18,Illinois,354.18,282.78,NA
2014-12-18,Indiana,332.59,214.86,NA
2014-12-18,Iowa,364.83,289.28,NA
2014-12-18,Kansas,350.21,260.65,NA
2014-12-18,Kentucky,338.99,173.91,NA
2014-12-18,Louisiana,361.95,240.75,NA
2014-12-18,Maine,311.9,234.58,NA
2014-12-18,Montana,265.76,241.42,NA
2014-12-18,Nebraska,336.14,245.83,NA
2014-12-18,Nevada,266.63,227.25,NA
2014-12-18,New Hampshire,354.56,289.83,NA
2014-12-18,New Jersey,345.69,286.83,NA
2014-12-18,New Mexico,288.1,218.11,NA
2014-12-18,New York,344.5,263.81,NA
2014-12-18,North Carolina,345.81,246.19,NA
2014-12-18,North Dakota,396.93,340.05,NA
2014-12-18,Ohio,332.92,218.94,NA
2014-12-18,Oklahoma,354.99,237.6,NA
2014-12-18,Oregon,206.42,181.07,NA
2014-12-18,Maryland,366.5,255.42,NA
2014-12-18,Massachusetts,346.72,286.37,NA
2014-12-18,Michigan,288.76,271.14,NA
2014-12-18,Minnesota,352.02,273.55,NA
2014-12-18,Mississippi,335.47,150.13,NA
2014-12-18,Missouri,351.69,245.95,NA
2014-12-18,Pennsylvania,363.36,269.65,NA
2014-12-18,Rhode Island,316.88,260.49,NA
2014-12-18,South Carolina,337.8,206.14,NA
2014-12-18,South Dakota,354.96,348.84,NA
2014-12-18,Tennessee,348.91,225.37,NA
2014-12-18,Texas,334.67,233.39,NA
2014-12-18,Utah,290.85,238.13,NA
2014-12-18,Vermont,371.85,309.17,NA
2014-12-18,Virginia,365.08,292.28,NA
2014-12-18,Washington,233.07,188.65,NA
2014-12-18,West Virginia,359.08,222.38,NA
2014-12-18,Wisconsin,350.99,274.42,NA
2014-12-18,Wyoming,323.53,345.72,NA
2014-01-19,Alabama,339.96,199.31,152.11
2014-01-19,Alaska,291,263.79,388.58
2014-01-19,Arizona,303.53,210.25,197.17
2014-01-19,Arkansas,360.59,182.94,128.03
2014-01-19,California,248.44,193.2,192.89
2014-01-19,Colorado,236.96,197.41,213.55
2014-01-19,Connecticut,347.19,273.84,257.36
2014-01-19,Delaware,372.79,226.76,199.88
2014-01-19,District of Columbia,352.16,293.87,211.38
2014-01-19,Florida,306.37,219.83,157.37
2014-01-19,Georgia,331.98,214.08,154.7
2014-01-19,Hawaii,308.22,272.54,162.11
2014-01-19,Idaho,276.75,257.86,133.75
2014-01-19,Illinois,359.42,287.26,181.1
2014-01-19,Indiana,336.97,206.62,161.6
2014-01-19,Iowa,372.32,292.78,252.24
2014-01-19,Kansas,355.13,261.05,124.27
2014-01-19,Kentucky,338.15,181.34,125.11
2014-01-19,Louisiana,375.32,243.85,152
2014-01-19,Maine,319.95,257.84,214.8
2014-01-19,Montana,279.12,251.58,734.65
2014-01-19,Nebraska,352.35,248.63,142.51
2014-01-19,Nevada,270.5,219.14,231.08
2014-01-19,New Hampshire,377.98,289.58,561.24
2014-01-19,New Jersey,355.24,293.71,231.68
2014-01-19,New Mexico,294.84,205.38,63.7
2014-01-19,New York,352.29,268.32,190.04
2014-01-19,North Carolina,355.53,247.12,151.95
2014-01-19,North Dakota,410.88,360.64,269.55
2014-01-19,Ohio,336.66,213.61,168.15
2014-01-19,Oklahoma,364.32,229.81,120.54
2014-01-19,Oregon,212.77,188.95,175.34
2014-01-19,Maryland,379.74,247.93,196.11
2014-01-19,Massachusetts,354.05,297.32,217.65
2014-01-19,Michigan,298.54,276.3,228.6
2014-01-19,Minnesota,370.17,278.32,182.59
2014-01-19,Mississippi,340.14,150.98,137.43
2014-01-19,Missouri,368.48,242.26,151.52
2014-01-19,Pennsylvania,372.16,266.44,194.2
2014-01-19,Rhode Island,334.34,261.24,207.93
2014-01-19,South Carolina,347.48,201.68,174.67
2014-01-19,South Dakota,386.84,367.48,125.68
2014-01-19,Tennessee,358.34,224.4,199.5
2014-01-19,Texas,342.46,236.01,142.14
2014-01-19,Utah,292.22,232.84,168.59
2014-01-19,Vermont,378.89,323,187.64
2014-01-19,Virginia,373.79,287.28,227.21
2014-01-19,Washington,235.76,192,149.69
2014-01-19,West Virginia,362.43,197.95,158.3
2014-01-19,Wisconsin,358.06,269.81,231.68
2014-01-19,Wyoming,354.03,378.64,161.3
2015-01-19,Alabama,336.52,209.3,NA
2015-01-19,Alaska,302.89,270.76,NA
2015-01-19,Arizona,297.51,208.78,NA
2015-01-19,Arkansas,341.65,208.5,NA
2015-01-19,California,243.5,189.14,NA
2015-01-19,Colorado,243.07,195.73,NA
2015-01-19,Connecticut,336.26,267.12,NA
2015-01-19,Delaware,364.04,234.49,NA
2015-01-19,District of Columbia,347.69,282.43,NA
2015-01-19,Florida,300.51,216.59,NA
2015-01-19,Georgia,323.35,216.94,NA
2015-01-19,Hawaii,307.42,261.18,NA
2015-01-19,Idaho,274.63,243.94,NA
2015-01-19,Illinois,352.9,282.65,NA
2015-01-19,Indiana,331.71,215.53,NA
2015-01-19,Iowa,364.87,289.71,NA
2015-01-19,Kansas,349.41,259.35,NA
2015-01-19,Kentucky,339.03,174.12,NA
2015-01-19,Louisiana,361.61,241.18,NA
2015-01-19,Maine,312.37,234.84,NA
2015-01-19,Montana,265.58,246.61,NA
2015-01-19,Nebraska,334.96,244.58,NA
2015-01-19,Nevada,265.47,226.63,NA
2015-01-19,New Hampshire,353.53,288.53,NA
2015-01-19,New Jersey,345.14,285.89,NA
2015-01-19,New Mexico,287.86,219.28,NA
2015-01-19,New York,343.49,263.34,NA
2015-01-19,North Carolina,344.68,245.98,NA
2015-01-19,North Dakota,392.54,323.42,NA
